Place Name,Place Id,State,District,City,Latitude,Longitude,Type,Short Description,Long Description,Did You Know,Main Image,Other Images
Deojharan Waterfall,OD_Deogarh_DeojharanWaterfall,Odisha,Deogarh,Reamal,21.2038,84.8452,Waterbodies,The scenic surrounding and flowing jharan presents an inviting atmosphere during winter,"The natural beauty of the waterfall and surrounding area is awesome and breath taking. It is famous in local picnikers. It is a favourite picnic spot for the locals. The area is a nature lovers delight & if you want to don the explorer’s hat and set off for a new discovery, chances are you might stumble upon one.",According to local lore this place in dense forest was the camping ground of the forces of Bamanda when there was a conflict between Bamanda and Rairakhol due to some trade and commercial passage reasons.,https://i.imgur.com/2FsQZQr.jpg,https://i.imgur.com/2FsQZQr.jpg https://i.imgur.com/LgwINNM.jpg https://i.imgur.com/zd4pq0C.jpg
Satakosia Tiger Reserve,OD_Cuttack_SatakosiaTigerReserve,Odisha,Cuttack,Cuttack,20.5071,84.8662,Nature & Wildlife,The thrilling boat ride in the gorge and occasional crocodiles basking in the Sun on the banks,Satkosia Tiger Reserve comprises of two adjoining Sanctuaries of central Odisha named as Satkosia Gorge Sanctuary and Baisipalli Sanctuary. These two sanctuaries together covering an area of 963.87 sq.km. have been notified as Satkosia Tiger Reserve.,"Satkosia spreads along the magnificent gorge over the mighty river Mahanadi in Odisha. Established in 1976 as a wildlife sanctuary, Satkosia is a paradise of immense scenic charm. It is one of the best ecosystems in the country, representing a diverse floral and faunal extravaganza. :The name Satkosia originates from two words; sat meaning seven and kos meaning two miles, indicating the length of the gorge as 14 miles or 22 km. The area was declared as Satkosia Tiger Reserve in 2007, comprising two adjoining wildlife sanctuaries; the Satkosia Gorge sanctuary and Baisipalli sanctuary. The Reserve is spread over 4 districts like; Angul, Cuttack, Nayagarh and Boudh.:The reserve has an area of 963.87sq km with 523.61sq km as core area. The area is also a part of the Mahanadi elephant reserve. Satkosia is the meeting point of two bio-geographic regions of India; the Deccan Peninsula and the Eastern Ghats, contributing immense biodiversity.",https://i.imgur.com/JdCzLk3.jpg,https://i.imgur.com/KhC5WWt.jpg https://i.imgur.com/fa61Za0.jpg https://i.imgur.com/zRuucWC.jpg https://i.imgur.com/xpUws9s.jpg
Naraj Barrage,OD_Cuttack_NarajBarrage,Odisha,Cuttack,Cuttack,20.476218,85.779823,Dams & Water Reservoirs,The beauty of the catchment areas of Mahanadi are the chief attractions,Situated on the origin of river Kathajodi a tributary of Mahanadi gives a panoramic view of the vast expanse of the river Mahanadi. There are many Buddhist images found. The place is frequented by devotees offering prayers at Lord Sidheswar. This is also a beautiful picnic spot.,"Since the base level of Cuttack was below the water level of river Mahanadi and its tributary Kathjodi which engulf the city from both sides, there was a danger of the city being constantly flooded especially during the monsoons. As a protection against the impending floods, a villager by the name of Baimundi in the year 1006 AD, implored the then king Markata Kesari to build a stone wall around the city. :Taking heed of his concerns Markata Kesari built a stone embankment which stands till date protecting parts of the city. This makes Cuttack perhaps the only city in the world after Amsterdam which is below the water level. As of today the old embankment has given way to a new barrage which connects Cuttack with Athagarh.",https://i.imgur.com/29vkFLn.jpg,https://i.imgur.com/oqJ2kMa.jpg https://i.imgur.com/ghzEDh6.jpg https://i.imgur.com/O1aI1K7.jpg https://i.imgur.com/q4GWbsA.jpg
Maa Bhattarika Temple,OD_Cuttack_MaaBhattarikaTemple,Odisha,Cuttack,Cuttack,20.3686,85.2719,Religious Sites,A mesmerizing sight along with the river bank and the cloud what makes the place more beautiful and melodious,"Bhattarika Temple is located on the Mahanadi River. It is dedicated to the Hindu Goddess Maa Bhattarika worshipped as a manifestation of Shakti. As per the Puranic tradition, Parashurama, facing certain defeat at the hands of Saharasjuna, prayed to Durga who appeared on this spot to impart her divine power to his aid. The festival Pana Sankranti is celebrated here in April, Akshaya Tritiya in May and Dussehra in October. Durga Puja is celebrated here yearly with great rejoicing. ","According to folk tale this pitha was established by Parsuram and also he carved the image of the goddess in the tip of his arrow. In this pitha Parsurama penanced to gain mercy of the deity to kill Bhattas or Kshetriyas. The Goddess became pleased with him and offered him the desired boom. So, the Pitha is associated to the epic age. :According to the Oriya Ramayan, Ram, Lakshmana and Sita on their way to Panchvati paid prayer to the Goddess Bhattarika. The Mankadagadia hill on the other side of Mahanadi where the foot mark of Ram, Lakshmana and Sita are worshipped is also quite significant. :Another folk tale says that Krishna and Satyabhama visited Bhattarika and it was revealed to Arjun during his Agyantavasa. The Demon Gosimha kidnapped Satyabhama in disguise during that period. Arjun fought bravely and killed Gosimha demon. After that Krishna, Satyabhama and Arjun prayed Goddess Bhattarika, the presiding deity of the Badamba royal family.",https://i.imgur.com/a4DFrrv.jpg,https://i.imgur.com/xNEQo3D.jpg https://i.imgur.com/qdn5GPj.jpg https://i.imgur.com/VyPYzh8.jpg https://i.imgur.com/KvZCNmi.jpg https://i.imgur.com/ObcYXl3.jpg
Dhabaleswar,OD_Cuttack_Dhabaleswar,Odisha,Cuttack,Cuttack,20.504434,85.803601,Religious Sites,"A picturesque island in Mahandi, the place named after its presiding deity Lord Shree Dhabaleswar (Shiva)","Dhabaleswar Temple is dedicated to the worship of Lord Shiva. It is situated at a distance of 27 km from the city of Cuttack, in the exotic island of Lord Dhabaleshwar. It is one of the famous weekend tours from Cuttack. The temple, located in an island on River Mahanadi, is embellished with stone carvings that date back to the early 10th and 11th century. The serene ambiance, in which the temple is situated, inspires spiritual feeling among one and all.","The present temple structure was constructed by Bir Kishor, ruler of Khurda. It is said that once he set out on a hunt with his personal bodyguards and attendants. During the course of the hunt, they discovered the original temple which was in a derelict state. :The king ordered the renovation of the temple, granted an area of land measuring 314 maana. He also entrusted the care and service of the temple to one Mali.The family of Mali later on found the village of Malisahi which falls on the way to the temple. This was done in 1153 of the Saka era which would be 1232 AD. :The present day temple was renovated and repaired by Athagarha Debbator Authority. Sambit Patri is the chief priest of the temple.",https://i.imgur.com/atevw64.jpg,https://i.imgur.com/poBPKqb.jpg https://i.imgur.com/twrNd6O.jpg https://i.imgur.com/kCu50R8.jpg
Deojhar,OD_Cuttack_Deojhar,Odisha,Cuttack,Cuttack,20.5243,85.2102,Waterbodies,The place is famous for its natural beauty and lush green forest surroundings,"Deojhar waterfall is famous for its natural beauty and lush green forest surroundings. So this place is one of the best picnic spots near Bhubaneswar-Cuttack. Deojhar waterfall is located in Talapunji village close to Narasinghpur block under Athagarh subdivision. Deoghar waterfall is about 30 feet in height. There is a cave known as Badedidhar at the top of the waterfall, which was the abode of saints.",Deojhar waterfall is locally called as 'DianDhar waterfall'. Deojhar waterfall is situated in Narasinghpur Block of Cuttack District which is one of the most beautiful waterfall in Odisha. So this place is one of the best picnic spots near Bhubaneswar-Cuttack. :Deojhar waterfall is located in Talapunji village close to Narasinghpur block under Athagarh subdivision. Deoghar waterfall is about 30 feet in height.,https://i.imgur.com/EDbX8qa.jpg,https://i.imgur.com/CFZ6ETT.jpg https://i.imgur.com/vAEiFjl.jpg https://i.imgur.com/4ZYfsAU.jpg
Barabati Fort,OD_Cuttack_BarabatiFort,Odisha,Cuttack,Cuttack,20.4845,85.8652,Iconic Places,It's a heritage site that reminds us of the glorious history of Utkal,"Barabati Fort is a 13th-century fort built by the Ganga dynasty in Cuttack, Odisha. The ruins of the fort remain with its moat, gate, and the earthen mound of the nine-storied palace, which evokes the memories of past days. There is also a temple dedicated to Katak Chandi, the presiding deity of the city, not far away from the fort. Now there are plans to develop the old Gadakhai into a world class tourist destination with boating facilities and a world class park.","Barabati Fort built by the Ganga dynasty, is located on the banks of Mahanadi River. Said to be once a nine-storey massive construction, this ruined fort is spreading over a rambling area of 102 acres of land and is one of the popular tourist attraction in Cuttack. Along with that, the fort also has a 20-yard wide moat that surrounds the castle. :The present site of the fort includes the ruins of the palace on the moat, earthen mound, and the gate. As per the experts, it is said that the construction of the fort was started in 989 AD by the King Marakata Kesari. However, it is also said that he just built a stone wall to prevent the city from the destruction of floods. It was Mukunda Dev Harichandan - a Chalukya King, who built the nine-storey palace in the 14 century. :Today, this ancient site is protected by the Archaeological Survey of India (ASI). Excavations are also carried out at the site which discovered that originally the fort was rectangular in shape which was encircled by a wall made of sandstone and laterite. :Moreover, in the recent times, a number of idols of deities and dancing women have been excavated from this historical site. For tourists, the temple complex includes a Ganga Temple, palaces, moat, watchtowers, and more such enthralling attractions. Evidently, Barabati Fort is the best place of tourist interest in Cuttack for all those who wish to travel back in time through historical sites.",https://i.imgur.com/mZV7cCG.jpg,https://i.imgur.com/wosYJZf.jpg https://i.imgur.com/FJay5vv.jpg https://i.imgur.com/2SVRz2F.jpg https://i.imgur.com/XzjAda3.jpg
Banki Charchika,OD_Cuttack_BankiCharchika,Odisha,Cuttack,Cuttack,20.3772,85.5277,Religious Sites,"Lies on the south of river Mahanadi and is the shrine of Goddess Charchika, which is one of the eight Shrines of Odisha","Charchika Temple is one of the oldest Shakta places in Odisha. The presiding deity is an eight-armed goddess Chamunda, locally known as Maa Charchika Devi. She is seated on a prostrate human body and wearing a garland of human skulls. She displays khadga, shula, katari and varadamudra in her four right hands whereas the four left hands represent severed head, blood-cup, ‘’damru’’ and leaving a finger of the remaining hand soaked in blood.","The present temple was reconstructed in the 19th century. But the remarkable point is the enshrining deity Maa Charchika on iconographical point of view can be assigned to the 9th – 10th centuries A.D. i.e. Bhaumakara rule in Odisha. It is believed that the Charchika idol was created by Parashurama. :The temple has a pidha vimana, jagamohana and a wooden mandapa known as ""sunyavahini mandapa"" of impoverished Kalingan order. Stone is used for the construction of the temple and the entire surface is thickly lime plastered and white washed. The ceiling of the mandapa is made of wood whereas the pillars are in stone. :The ceiling of the mandapa is profusely carved and painted. The wooden ceiling of the mandpa is relieved with episodes from Bhagavata Purana with intervening decoration of animals and birds like - elephant, duck, parrot, peacock, etc.; floral motifs, lotus medallions, scroll and jali works, animal hunting, horse rider, gaja-vidalas, makaramukha,mithuna and maithuna images. :Besides, the parsvadevata niches enshrine four-armed Chamunda, four-armed Mahisasuramardini Durga and an eight-armed Chamunda on the north, west and southern side respectively. :The Renuka River was recreated by the flood of 1982. It is believed that one devotee who worshiped Maa Charchika, after pleasing her, took away all ornaments of Maa Charchika and build a house where this river is currently flowing. As Maa Charchika was furious with this, she created this River Renuka to punish him and to destroy his home.",https://i.imgur.com/YsT6Q0J.jpg,https://i.imgur.com/yTm9xLq.jpg https://i.imgur.com/rFOm6De.jpg https://i.imgur.com/RrDxBgE.jpg https://i.imgur.com/syKRjpi.jpg https://i.imgur.com/7FnwaOM.jpg
Ansupa Lake,OD_Cuttack_AnsupaLake,Odisha,Cuttack,Cuttack,20.4587,85.6036,Dams & Water Reservoirs,A must watch place from the watchtower at Saranda hill,"Spread across 382 km, Ansupa is the largest fresh water lake in Odisha.The lake derives its name from its shape which is like a horse shoe (Ansupa). During the rainy season the many hues of the water makes for a beautiful sight and the presence of the migratory birds during winter adds to the vibrancy of the lake. Boating facilities available at the lake are an added attraction. ","The ruins of an ancient fort on top of the Saranda hill adjacent to the lake adds to the charm of the place and provides a panoramic view of the lake. There is no definite history on the origins of the fort, one of the popular legends is that the King of Saranda had chosen to build a fort at the hilltop for his safety. The Baruda Ghar (ammunition store), two wells and metal door entrance to the fort along with a few structural remnants are all that remains today. ",https://i.imgur.com/uANPxgr.jpg,https://i.imgur.com/pufm3lH.jpg https://i.imgur.com/jpdy4ug.jpg https://i.imgur.com/tewbuyh.jpg https://i.imgur.com/mtL30z9.jpg https://i.imgur.com/lUZdoX2.jpg https://i.imgur.com/aafIW2R.jpg https://i.imgur.com/RCJ1Nju.jpg
Rameswara Temple,OD_Boudh_RameswaraTemple,Odisha,Boudh,Baudhgarh,20.844241,84.316218,Religious Sites,Rameswar Temple is a famous Hindu God temple dedicated to lord Shiva,"Here lord Shiva is placed in three different temples. The temples are dedicated to Lord PaschimaSomonatha, Lord Bhubaneswar and Lord Dhabaleswara is the other names of Lord Shiva. The temple is also known as Ramanatha Temple. As per Archaeological Survey of India the Rameswar temple was build in 8th century AD. Now the temple is managed and preserved by the Archaeological Survey of India. The temple has a very peaceful environment.",These temples are from the 9th Century AD. They have rich texture and curved surfaces that are noteworthy. Each temple stands by itself on a raised platform. Each has a cell and an attached portico. The minute recesses and angularities produce a charming effect of light and shade and confer an appearance of greater height from the continued cluster of vertical lines than they really possess. :Archeological Survey of India has preserved this temple. The decorative motifs and the plastic art of three temples at Boudh are certainly superior to and older than the great lingaraj-Ananta –Vasudeva group. One particular feature of the Ramanath temple is worth particular attention. Their plan is quite different from any other temples. In plan these temples are eight-rayed stars and the argha-pattas of the lingas are also similar.,https://i.imgur.com/QRgg9eT.jpg,https://i.imgur.com/QRgg9eT.jpg https://i.imgur.com/UUgTCM9.jpg https://i.imgur.com/tbLvp3o.jpg https://i.imgur.com/PbwGnqI.jpg https://i.imgur.com/a5UxYGq.jpg
Padmatola and Satakosia Sanctuary,OD_Boudh_PadmatolaAndSatakosiaSanctuary,Odisha,Boudh,Charichhak,20.544444,84.832104,Nature & Wildlife,The majestic Satkosia gorge acclaimed as one of the most enchanting spots in the country,"The majestic Satakosia Gorge with its lush green forests and rich wild life is located towards the end of this sanctuary. The place is ideal for boating and other adventure sports. A research and conservation unit was established at Tikarpada (close to the gorge during 1995 for rearing of gharials. So far 38 species of mammals, 128 species of birds, 27 species of reptiles, 4 species of amphibians and 183 species of fish have been recorded in the sanctuary.","The sanctuary derives its name from Sata (seven) and Kosh (two miles) meaning 14 miles or 22 km long. :Satkosia gorge acclaimed as one of the most enchanting spots in the country is in fact the meeting point of Chhotanagpur plateau forests, dry deciduous forests and moist peninsular sal forests and is a strong hold of tiger, leopard, elephant, spotted deer, chousingha, sloth beer and varieties of resident and migratory birds and different species of reptiles like gharial, mugger, crocodile, fresh water turtles, poisonous and non-poisonous snakes etc.",https://i.imgur.com/DcQ7F9X.jpg,https://i.imgur.com/DcQ7F9X.jpg https://i.imgur.com/mOL7Pc8.jpg https://i.imgur.com/WKRa7GR.gif https://i.imgur.com/9siIPER.jpg https://i.imgur.com/TsG8sjL.jpg https://i.imgur.com/iFgINwu.jpg https://i.imgur.com/pn1hxxr.jpg
Nayakpada Cave,OD_Boudh_NayakpadaCave,Odisha,Boudh,Boudh,20.779679,84.284171,Hills & Caves,This cave was said to have been associated with mythology.,"Once upon a time this cave was the ashram of saddhus. The forest here is rich in different types of flora and fauna. Here ,one can breathe the nature in its virgin state and truly delight in the grandeur of the flora and fauna.It is said that the Hindu devotees hide the idols of the Lords Jagannath, Balabhadra and Subhadra  in these caves to save them from the Moghul attacks.","According to a narration in MadalaPanji and some historical evidences, during the reign of Emperor SovanDev the Jabana king Raktabahu had attacked Shrikhetra Puri. :With an apprehension of damage to deity Sri Jagannath the powerful Bhanja ruler of Oddradesha (present boudh area) who believed in Vaishnavism and worshipped Lord Nilamadhaba at Gandharadi, took away the deities to Dhritipura under their domain. :As they believed Sri Jagannath (Purushottam) as Parama Vishnu and undergrounded (Patali) the deities near Gopali village, twelve miles from their capital. ",https://i.imgur.com/lGQ8RQy.jpg,https://i.imgur.com/lGQ8RQy.jpg https://i.imgur.com/0EmUsaa.jpg
Marjakuda Island,OD_Boudh_MarjakudaIsland,Odisha,Boudh,Marjakud,20.8333,84.3166,Port & Sea Beach,Marjakud is a wonderful island of Boudh district in Odisha,It is located on the opposite side of Boudh town in the river Mahandai.About three thousand people are living here. Maa Pitabali is the presiding deity of this place. It is an ideal place for picnic.,Boudh district is believed to have derived its name from Lord Budhha. Remnants of Buddhist sculptures lie scattered through the length and breadth of the district. ,https://i.imgur.com/rZ9NSii.jpg,https://i.imgur.com/eqhXj8Z.jpg https://i.imgur.com/X8rZsSo.jpg
Jogindra Villa Palace,OD_Boudh_JogindraVillaPalace,Odisha,Boudh,Boudh,20.8396,84.3254,Iconic Places,This is the palace of ex-Ruler of Boudh locally known as Rajabati,"This was constructed during the reign of Raja Jogindra Dev ,who was benevolent and generous ruler. The palace is a picturesque and handsome building commanding a fine view of Mahanadi.","The palace offers a picturesque view of Mahanadi River. Madan Mohan Temple, Gayatri Pragnya Mandir and Bhairabi Temple are some of the other spots that are situated in its close vicinity.",https://i.imgur.com/YAkvPXd.jpg,https://i.imgur.com/p4OJTRr.jpg https://i.imgur.com/YAkvPXd.jpg
Chari Sambhu Temple,OD_Boudh_ChariSambhuTemple,Odisha,Boudh,Gandharadi village,20.8749,84.2054,Religious Sites,Chari Sambhu Temple or Gandharadi Temple is located at the bank of river Mahanadi.,"It is famous for twin temples of Nilamadhava and Sidheswar. These temples were constructed in 8th Century AD under the patronage of Bhanja rulers of the Khinjali Mandala. These two temples were built on one platform ,exactly similar to each other. These temples display high quality architectural work. These temple attracts visitor throughout the year.",This temple is undertaken by ASI (Archeological Survey of India) and has preserved these temples as an exquisite pilgrim Place. The temples are made of Black Pagoda and Black Granite.,https://i.imgur.com/RHdPhIL.jpg,https://i.imgur.com/RHdPhIL.jpg https://i.imgur.com/ql2dkIt.jpg https://i.imgur.com/H6frVdp.jpg
Maa Dhamarai Temple,OD_Bhadrak_MaaDhamaraiTemple,Odisha,Bhadrak,Bhadrak,20.794983,86.894058,Religious Sites,"The temple of the Goddess Dhamrai is at Dhamara a small coastal town-ship,where the river Dhamra meets the Bay of Bengal","The place is about 60 Kms from the district headquarters in the eastern direction. It is surrounded by Chandbali in the West, Basudebpur in the North, Kalibhanjadia in the South and Bay of Bengal in the East. There are a number of folk tales and legends regarding the deity and the temple.","According to one of the historical legends, one merchant namely Dhaneswar who often traded with the Singhalies (Srilanka) had brought a deity namely “Pashana Mangala” from Srilanka and had established the same at Dhamara on his way back home. The said deity later on came to be known as MAA DHAMARAI. :According to folktales Maa Dhamrai had five sisters and was residing at a place called “Satabhaya”. Her five sisters were carnivorous in contradiction to her being purely vegetarian, which had angered her sisters and they pushed her deep in to the sea. Floating on the water Maa Dhamarai came towards Chandinipala and is believed to have been caught in the fishing net of one Sanatana Dalai and Bulei Behera who had rescued her and started worshiping keeping her in their house. :Later on it is believed that on the same night the queen of the then King of Kanika, Sailendra Narayan Bhanjadeo saw a dream where in Maa Dhamarai ordered her to build a temple. The temple built by the then king Sailendra Narayan Bhanjadeo by the year 1953 got destroyed and the remains even was washed away into the sea. During the said period the people worshiped the deity keeping her inside a thatched roof house.",https://i.imgur.com/WaGSZ8l.jpg,https://i.imgur.com/eFfBzHC.jpg https://i.imgur.com/L8KxhUo.jpg https://i.imgur.com/T1j7yyb.jpg
Maa Bhadrakali Temple,OD_Bhadrak_MaaBhadrakaliTemple,Odisha,Bhadrak,Bhadrak,21.0152,86.5367,Religious Sites,One of the famous temple of Goddess Bhadrakali in the state,"The popular belief is that the name of the Town has been derived from the name of the deity. The statue of Goddess is of black granite and is seated in lotus posture on a lion. As per the nomenclature of the goddess one tends to believe that it is the goddess Kali who is being worshiped in this Bhadrakali Pitha. However, since the deity is seated on a lion, one school of thought has opined that the goddess can be no other than the goddess Durga.","According to legends originally Bhadrakali was worshiped inside a cave in the Meghasana hill of Mayurbhanja district by a sage named Tapasa Russi. After the death of the sage, one of his pupil namely Bhadranatha brought the goddess to Bhuyamahalla of Bhadrak. To protect the goddess from the wrath of the Muslim invader namely Kalapahada the Bhuyans brought the Goddess to the present place i.e Aharapada on the bank of the river Salandi.n:The last Independent King of Odisha Gajapati Mukunda Dev established the statue of Lorg Jagannath, Lord Balabhadra and Devi Subhadra at Bhadrakali pitha.",https://i.imgur.com/7DzKAGj.jpg,https://i.imgur.com/14keMp6.jpg https://i.imgur.com/5dNVNoI.jpg
Eram(Raktatirtha),OD_Bhadrak_Eram(Raktatirtha),Odisha,Bhadrak,Bhadrak,21.1579,86.7883,Religious Sites,This famous place of sacrifice is used as a citadel by the freedom fighters,"Eram is a small village in Basudevpur, Bhadrak from Odisha. It plays an important role in the history of Indian Independence movement. It is also known as Rakta Tirtha Eram (The Pilgrim of Blood) and the second Jallianwala Bagh of India.One side of this land is bounded by the Bay of Bengal and the other three sides are surrounded by two rivers the Gameye and Kansabansa. Secured by these natural boundaries this place is used as a citadel by the freedom fighters.","Starting from 1920 prominent nationalist leaders of ODISHA like Utkalmani Gopabandhu Das and Utkal Kesari Dr. H.K. Mahatab perform public meetings at that place for several times to propagate the Gandhian ideals of freedom struggle. The Unpleasant Incident During the time of Quit India Movement this field of Eram was frequently used by the freedom fighters for public meeting and agitation against foreign rulers. :On 28th September 1942 there was a huge gathering at that place. Afraid by this gathering a police force from Basudebpur police station, lead by DSP Kunjabihari Mohanty march towards Eram. As like Jallianwala bagh here DSP Kunjabihari Mohanty acted as General Dayar and opened fire to the huge gathering at 6.30 pm, who were performing the agitation against the foreign rulers in a peaceful way. Since the field was bounded from three sides therefore no one able to get escape as of the field and within some minutes 28 persons get dead on the spot and 56 get injured, another person among the injured get dead later on. :Among the dead include one woman named Pari Bewa, who is regarded as the only lady martyrs of ODISHA. Here the situation is very much similar to that of Jallianwala bagh and the numbers of martyrs were also just second to Jallianwala bagh. Therefore Eram which is popularly known as Rakta Tirtha (The Pilgrim of Blood) after this unpleasant incident was truly designated as the Second Jaliyanawalawag of India. :Due to these natural boundaries it is not so easy for the police and the administrative persons to enter in to this place. More over there is an open field bounded by three sides with one gate in its north east direction, which was used by the freedom fighters as a place of public meeting.",https://i.imgur.com/t6dV5KQ.jpg,https://i.imgur.com/RtK5HRi.jpg
Dhamara Port,OD_Bhadrak_DhamaraPort,Odisha,Bhadrak,Bhadrak,20.8237,86.964,Port & Sea Beach,The Dhamra Port is a port on the shore of the Bay of Bengal and the port will be used to export iron ore from a nearby mineral belt,Dhamra port is private sector port and working well in port business.The place is great and Huge cargos can be seen here. It is good place to visit with kids for their educational visit.,"The agreement to develop the port was signed in April 1998. The Dhamra Port Company Limited (DPCL) was formed as a result of a 50:50 joint venture between Larsen & Toubro and TATA Steel to run the port.:The Port received its first vessel on 8 February 2010 and the first commercial vessel on 10 April 2011.The Port has an initial capacity of 25 million tonnes annually, eventually growing to 80 million tonnes annually. :Greenpeace has opposed the project, claiming it threatens nearby protected areas and endangered species such as the olive ridley turtle. The port was taken over by Adani Port in June 2014. ",https://i.imgur.com/r68Dbo4.jpg,https://i.imgur.com/rq0QiT4.jpg https://i.imgur.com/4l4mIfa.jpg https://i.imgur.com/tBxdPXd.jpg https://i.imgur.com/MydcZpS.jpg
Baba Akhandalamani Temple,OD_Bhadrak_BabaAkhandalamaniTemple,Odisha,Bhadrak,Aradi,20.8118,86.6552,Religious Sites,"On the bank of river Baitarani, the Akhandalamani Temple is the abode of Lord Shiva","The religious and historical significance with which the place is invested, constitute it to be a center of special interest in the tourism of Bhadrak. Moreover the artistic carvings of the temple deserve special worth to the tourist. Akhandalamani Temple of Bhadrak Surrounding the temple many fairs and festivals are organized, the chief among whose is the Mahashivaratri. During this festival, tourists including a vast chunk of pilgrims flocked in the core of the temple.","The Akhandalamani Temple is the abode of Lord Shiva.The present fifty-foot cement and concrete temple structure replaced a wooden temple some time between 1830-1840 AD. :According to legend, around 350 years ago during the rule of Raja Sri Niladri Samara Singha Mohapatra, one early morning the Raja sent a peasant to cultivate his paddy field on the bank of the river Baitarani. While cultivating, the blade of his plough was broken by hitting with some hard material. The peasant was astonished and found a black glazed granite stone full of blood flowing toward the river Baitarani. The peasant ran to call King Niladrisamar Singhm and he hurriedly came to the spot, finding a flood of milk in place of blood and a huge black cobra hooding the stone.:That night the king had a dream regarding the arrival of the God Akhandalamani on that place. This news spread like wild fire in the locality. The next day King Niladri Samara Singha Mohapatra started worshiping the great god and immediately built a wooden temple on the spot. A large number of devotees from different villages started visiting and worshiping the great God. The king invited five Brahmins from a village named Naharagrama of Jajapur district to perform seva-puja (worshiping and taking care) of lord Akhandalamani.:The present main temple of Aradi was built by the King of Konika Shri Harihara Bhanja and his chief queen Satyabhama Patadei. The height of the temple is around 150 ft. All the stones used in this temple were brought from the historic hill of Lalitgiri near Chandikhol.",https://i.imgur.com/1j9BKom.jpg,https://i.imgur.com/WEKB2fX.jpg https://i.imgur.com/h6FPaLI.jpg https://i.imgur.com/2cE7hou.jpg https://i.imgur.com/E6paZ5E.jpg https://i.imgur.com/2UN1nvk.jpg
Nrusinghanath Temple,OD_Bargarh_NrusinghanathTemple,Odisha,Bargarh,Mugpal,20.8092,86.2178,Religious Sites,The architecture of the temple with the natural scenery of the surroundings with Waterbodies running beside the temple will win your hearts.,"Here Lord Vishnu is worshipped as Marjara Keshari. As per the description of Huen Tsang that it was a Buddhist spot in the past known as Parimalagiri. There is historical evidence that the Buddhist Shramana Nagarjuna lived here in the past.There flows a fountain near the temple which takes different names at different places in its course such as Kapil Dhar, Bhim Dhar, Chal Dhar, Sita Kund & Go Kund. The top most point of the mountain Gandhamardan is known as Bhim Madua.","The temple of Sri Sri Nrusinghanath is situated at the bottom of the Gandhamardan Mountain which is approximately 3234 feet high. Baijaldev, the 8th Chouhan King of Patna had built the temple. :An inscription on one of the stone walls of the temple speaks of the history related to its construction. Around six hundred years ago, a woman Jamuna Kandhuni as referred in the book ""Nrusingha Charitra"" in Odia language composed a Kavya that sings the glory of Marjara Keshari in regard to suppression and repression of torture and tyranny of Musika Daitya. :According to the legend, when people were greatly afflicted by Musika Daitya (the incarnate Mouse Demon), Vishnu Mani in the appearance(Incarnation) of Marjara Keshari, in His Feline Form, ran to eat the demonic mouse form - Musika Daitya who never came out from the tunnel and Marjara Keshari waited from that day. This story is symbolic of the grounding the demonic evil power of tyranny and torture that never dared to come out further and Lord Nrusinghnath alias Marjara Keshari has been guarding it since then. :According to Huen Tsang, the Chinese traveler, this place was a centre of Buddhist scriptural learning. Lord Nrushinghanath is a much-adored deity of Odisha and a great fair is held in his honour on the 14th day of bright fortnight in the month of Vaisakha. According to Odia and Devnagari inscriptions, the temple was built by Baijal Dev in the early 15th century AD. The temple is a masterpiece of Kalinga Architecture of Deula style prevalent in the Odisha region of India. ",https://i.imgur.com/EyuVrNV.jpg,https://i.imgur.com/6GeOSi9.jpg https://i.imgur.com/oLwuVbN.jpg https://i.imgur.com/uM6bUpT.jpg
Talasari-Udaypur Beach,OD_Balasore_Talasari-UdaypurBeach,Odisha,Balasore,Talasari,21.6014,87.4626,Port & Sea Beach,Last beach in the odisha to the north,"Talasari is one of the most quiet and untainted sea shores of Odisha. The name Talasari is actually implies (column of Palm leaves in Odia). The spot has huge stretches of green paddy handle, various waterways, blue slopes and broad sea shores. The sea shore has tall coconut trees, palm trees and casuarina. Udaipur sea shore is the keep going sea shore on this stretch.The waters of Bay of Bengal are quiet which implies it's probably the most secure sea shores that one can come across.","The lines of the Palm trees includes the magnificence of the sea shore. The wandering Subarnarekha waterway complements the visual intrigue of the sea shore by a couple of scores, the sand ridges and minimal red crabs loans character to the beach.",https://i.imgur.com/IAT02LA.jpg,https://i.imgur.com/cDga6Gf.jpg https://i.imgur.com/Id1pjUm.jpg https://i.imgur.com/2Z8g5f1.jpg https://i.imgur.com/339xzVi.jpg
Panchalingeswar Temple,OD_Balasore_PanchalingeswarTemple,Odisha,Balasore,Nilagiri,21.4286,86.729,Religious Sites,A holy place dedicated to Lord Shiva named after the five Shivalinga that are enshrined inside Water,"Panchalingeswar is a blessed spot devoted to Lord Shiva and isn't care for a normal shiva temple. It is named after the five Shivalinga that are cherished inside water. A lasting stream, which is the primary fascination of the territory, routinely washes the Shivalingas as it streams over them. To reach to the dieties one needs to lie level on the stone corresponding to the stream to touch and worship the lingas inside the water stream. The temple is on head of a hillock close to the Nilagiri slope.","The Shivalingas are said to have been cherished by Sita, the spouse of Lord Rama during their outcast. Another story holds that King Banasura revered the Swayambhu Lingas at this spot given its magnificence.",https://i.imgur.com/4NmLYdO.jpg,https://i.imgur.com/1Za1zxk.jpg https://i.imgur.com/5D5s6Ox.jpg https://i.imgur.com/cp482Kk.jpg https://i.imgur.com/sRWs8Rr.jpg
